name,x,y
schreinerweg,1200408.438503106,2599225.493996663
schulweg,1200561.710131896,2600574.341672885
schwabstrasse,1199286.2335197898,2596649.875096235
schwanengasse,1199460.7898202864,2600027.8907183427
schwarzenburgstrasse,1198633.584597027,2599236.828817996
schwarztorstrasse,1199226.6049192965,2599365.5347815766
schwellenmattstrasse,1199242.229171382,2600756.0327647314
schwyzerstärnweg,1200463.9712109962,2600105.4294973044
schädelinstrasse,1201921.9805136272,2601804.759926583
schänzlihalde,1200260.115258027,2600657.887047449
schänzlistrasse,1200236.99817984,2600990.2073411974
schärerstrasse,1201025.838301938,2601618.1057558614
schönauweg,1198129.584198846,2600336.532108505
schönbergrain,1200021.506324393,2601901.869156123
schönbergweg,1200021.506324393,2601901.869156123
schönburgstrasse,1200314.1696425502,2601393.2138792067
schöneggweg,1198172.1091061125,2600274.5276208767
schüttestrasse,1199865.8309429775,2600559.142602489
schützenmattstrasse,1200240.1982629115,2600090.3706914317
schützenweg,1200953.202884697,2601034.246889877
seelandweg,1200518.0684674645,2600583.702282198
seftigenstrasse,1198227.2945638127,2599889.7515155277
segantinistrasse,1199128.121376059,2602061.398587209
seidenweg,1200513.1150381726,2599582.0013257572
seilerstrasse,1199478.7570775198,2599743.9151818207
selibühlweg,1199264.9676762396,2602315.8780692993
seminarstrasse,1199027.9434258393,2601585.528840148
sempachstrasse,1201322.1035478048,2601818.5584270945
sennweg,1200216.7852736255,2599662.767176116
sickingerstrasse,1200607.8795409442,2600968.713153938
sidlerstrasse,1200018.2248798877,2599927.9168381235
siedlungsweg,1198556.9108994936,2598654.220185874
simonstrasse,1200816.9971172856,2599662.549460348
simplonweg,1198417.9590639682,2598854.227466861
sinnerstrasse,1198655.941192627,2598431.700679207
somazzistrasse,1198180.623300525,2598797.9708963875
sonneggring,1198645.0742432235,2598500.008938808
sonneggsteig,1198733.459610986,2598608.3040927756
sonneggweg,1198634.3072510867,2598521.7394265537
sonnenbergrain,1200069.693305117,2600982.5117262453
sonnenbergstrasse,1200155.1687371184,2600914.335012244
sonnenhofweg,1199170.304925617,2602542.339368433
speichergasse,1199923.9075958724,2600277.1093980125
spelterinistrasse,1200732.7467526442,2602974.474785375
spitalackerstrasse,1200551.5108829371,2601114.6795742223
spittelerstrasse,1199822.3671462273,2602144.4497466967
sprünglistrasse,1198407.6151962746,2602615.1346415523
stadtbachstrasse,1199753.3262834772,2599615.1592405573
standstrasse,1201214.148305664,2600953.8542283135
stapfenackerstrasse,1199103.6252629757,2595891.3178455555
stapfenstrasse,1199240.2073189267,2596130.908768747
statthalterstrasse,1198562.6451656118,2596213.775238722
stauffacherplatz,1201021.18951519,2601202.8481728975
stauffacherstrasse,1201549.043832284,2601574.5297933924
staufferstrasse,1198845.989452322,2601977.376298387
steckweg,1200878.9234097549,2600530.0192161473
stegenweg,1198100.1104634786,2593608.0477536386
steigerhubelstrasse,1199518.5556119115,2597932.096201561
steigerweg,1199660.3421152611,2601953.805220969
steinauweg,1198561.891395225,2599349.3128346587
steinerstrasse,1198992.968116882,2601781.122030998
stettlerstrasse,1198194.2536019403,2602854.9027958033
stockerenweg,1200849.2906697062,2601044.392352943
stoossstrasse,1199052.7885408679,2598198.4743419136
strandweg,1202643.3826956768,2600142.5556488074
studerstrasse,1201465.8171800831,2599725.9087204556
stämpflistrasse,1199123.1374697532,2598146.00313241
stöckackerstrasse,1199400.8750500414,2597148.109490876
stürlerstrasse,1198273.2729113768,2602761.176870945
sulgenauweg,1198617.7289158334,2599781.2441229415
sulgenbachstrasse,1198957.0976519256,2599603.8223721064
sulgeneckstrasse,1198952.8390940554,2600062.9462839863
sulgenheimweg,1198668.4508394492,2599727.1589106563
sulgenrain,1198919.9430880602,2599922.016262217
surbekstrasse,1198983.6532660145,2602873.0701715965
sustenweg,1201671.144088593,2600742.406917178
sägehofweg,1199730.7544556973,2596681.8976808777
südbahnhofstrasse,1198373.392764556,2599371.5358336964
talweg,1201017.144176155,2600468.227562063
tannenweg,1200438.6107495176,2598921.661442945
taubenstrasse,1199351.708081202,2600124.730404128
tavelweg,1199604.6892282374,2601809.3982470063
tellstrasse,1201197.081262025,2601562.2409924376
terrassenweg,1199803.9123604912,2599665.437815522
theaterplatz,1199580.4298789587,2600688.1657635067
thormannmätteliweg,1202391.934707108,2601080.248104394
thormannstrasse,1198660.164798134,2600890.833134381
thunplatz,1198830.5480548453,2601499.842201234
thunstrasse,1198949.7175309232,2601409.8758696537
thüringstrasse,1199210.6437286977,2596579.7010716624
tiefenaustrasse,1201455.5046606967,2600334.613179102
tierparkweg,1198120.4347461588,2600656.495325937
tillierstrasse,1198477.9909929028,2600579.9643698274
trachselweg,1198541.135113048,2598680.2868812787
trechselstrasse,1198579.5431968437,2600623.5105626313
trüsselstrasse,1201934.1138370626,2601942.03262248
tscharnerstrasse,1198920.867019485,2599320.852518043
tulpenweg,1202413.1011887835,2600475.1669902476
tunnelweg,1202162.3093177862,2600137.3895227737
turnierstrasse,1198897.094598568,2597768.951793379
turnweg,1200805.2536954042,2600703.24245964
uferweg,1200306.4593198015,2600363.134312977
unterer aareggweg,1202303.2870208584,2600998.4746137206
untermattweg,1199689.3181393167,2597052.371275108
untertorbrücke,1199815.3638692372,2601512.3344915854
veilchenweg,1199062.6811749702,2596284.96487202
vennerweg,1199696.869818296,2601825.184141407
vereinsweg,1200343.3414128944,2599658.8196976758
viktoriaplatz,1200428.0698917354,2600902.8805946065
viktoriarain,1200381.844224265,2600626.1669645463
viktoriastrasse,1200368.5475894138,2601064.157558926
villettemattstrasse,1199222.1091217212,2599450.1166871954
von-gunten-strasse,1199963.752748969,2602347.40405622
wabernstrasse,1198442.1940814334,2600023.4713461064
wachtelweg,1200301.7813999124,2599012.4979472877
waffenweg,1201086.9716934809,2601070.5641435385
wagnerstrasse,1199149.7428599407,2598952.4585023858
waisenhausplatz,1199834.2175889383,2600450.0783879417
waldheimstrasse,1200319.7439891673,2599074.0083035138
waldhöheweg,1200647.5499846716,2601191.5132148694
waldmannstrasse,1199689.574128354,2596258.9678120194
waldmeisterstrasse,1198771.197152576,2595728.3218356883
waldstätterstrasse,1201296.7043728644,2601672.0382612315
wallgasse,1199501.8318057114,2600005.952466036
wangenstrasse,1198241.5946325755,2596182.5266334265
wankdorffeldstrasse,1201622.0680590319,2601797.9991093096
wankdorfstrasse,1201089.2644104843,2601762.219964793
warmbächliweg,1199564.649266178,2598194.156766097
wasserwerkgasse,1199540.2176770878,2601373.4541141596
wattenwylweg,1199624.752693409,2601887.7843346405
weberstrasse,1198800.929103866,2598983.660865512
weidgasse,1198311.8026345088,2596375.699931002
weidmattweg,1198366.8823156347,2596739.0964905713
weiermattstrasse,1199702.1179371087,2595346.7845645435
weihergasse,1199344.8772578125,2600395.441761449
weingartstrasse,1201228.825873809,2601288.7938662455
weissenbühlweg,1198498.6930175738,2599712.9776999205
weissensteinstrasse,1198770.75849753,2598598.7545899106
weissweg,1200028.4643313168,2602383.2613289696
weltistrasse,1199456.8733677813,2602899.227189056
weltpoststrasse,1198544.0171657002,2602839.5112344306
wendschatzstrasse,1198433.1945499463,2602346.8551662844
werdtweg,1198644.0073670757,2599289.495616386
werkgasse,1199189.1979937719,2597246.654686248
wernerstrasse,1198772.196677921,2601953.728612315
weststrasse,1199073.6664567469,2600657.806470318
weyermannsstrasse,1199589.5999922354,2598506.1109489175
wiesenstrasse,1201090.8870021123,2601459.7288672603
wildermettweg,1198222.2889404937,2602677.1671451237
wildhainweg,1199834.5259771163,2599499.75047313
wildstrasse,1198424.0696395582,2600629.263438361
willadingweg,1198348.3912996857,2601927.544289242
winkelriedstrasse,1201486.937457486,2601697.252026609
winterfeldweg,1198957.5122081782,2595682.1796714608
winterholzstrasse,1199309.0226747664,2595652.430893788
wintermattweg,1199267.4356534088,2595672.2432372984
wittigkofenweg,1198758.1408833342,2602667.929129856
wohlenstrasse,1201507.350646995,2596081.920582832
worbstrasse,1198464.8532658597,2603083.4640684174
wyderrain,1200598.8168965487,2599327.17562177
wylerfeldstrasse,1201291.7115809198,2600924.9502300257
wylerringstrasse,1201351.5246618583,2600936.1790292785
wylerstrasse,1200967.1637796462,2600805.1748975986
wyssweg,1199855.011911848,2602197.5398790445
wyttenbachstrasse,1200455.588759716,2600684.7244971795
zaunweg,1200859.7396366745,2600706.270541339
zeerlederstrasse,1198275.4326279915,2602815.9051511516
zeigerweg,1201000.275947772,2601008.8840967035
zelgstrasse,1199700.1482669562,2596551.9342710115
zeltweg,1200539.5536820716,2599342.3723133905
zentweg,1200604.4637364028,2602833.578001886
zeughausgasse,1199783.4172609332,2600492.1922856825
zibelegässli,1199685.524777712,2600730.4530927474
ziegelackerstrasse,1199758.5573868542,2597206.8606990487
zieglerstrasse,1199318.4326685572,2599319.580927803
zielweg,1200946.661827717,2601096.9541476816
zikadenweg,1200542.3570049067,2602426.348944024
zinggstrasse,1198257.212433789,2600211.177335185
zwinglistrasse,1198200.6838601192,2599650.373202616
zwyssigstrasse,1199018.964074254,2598722.0085098827
zypressenstrasse,1198959.72916364,2595777.854477113
zähringerstrasse,1200545.2884474178,2599615.760379874
